case;GroundTruth_bin;GroundTruth_src;GroundTruth_message;roseau_bin;roseau_src;correct_roseau_bin;correct_roseau_src;roseau_message;japicmp_bin;japicmp_src;correct_japicmp_bin;correct_japicmp_src;japicmp_message;revapi_bin;revapi_src;correct_revapi_bin;correct_revapi_src;revapi_message
TypeRemovedTest_class_public_kept;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
SealedHierarchyExtensibilityTest_parameter_generics_changed_in_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.name.clash.same.erasure.no.override, compiler.err.method.does.not.override.superclass;false;true;true;true;EXECUTABLE_PARAMETER_GENERICS_CHANGED, EXECUTABLE_PARAMETER_GENERICS_CHANGED;false;false;true;false;;false;true;true;true;type parameter of method parameter changed
SealedHierarchyExtensibilityTest_default_method_now_abstract_in_sealed_interface_with_non_sealed_subinterface;false;true;Compiler: compiler.err.does.not.override.abstract;true;true;false;true;METHOD_NOW_ABSTRACT, METHOD_NOW_ABSTRACT;true;true;false;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;false;true;method no longer default, Method now abstract
TypeNewAbstractMethodTest_method_added_to_interface;false;true;Compiler: compiler.err.does.not.override.abstract;false;true;true;true;TYPE_NEW_ABSTRACT_METHOD;false;true;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_INTERFACE};false;true;true;true;method added to interface
MethodReturnTypeChangedTest_type_formal_type_parameter_renamed_direct_return_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;false;true;true;
TypeNowSealedTest_abstract_method_added_while_interface_becomes_sealed;false;true;Compiler: compiler.err.local.classes.cant.extend.sealed;true;true;false;true;TYPE_NOW_SEALED;false;true;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_INTERFACE}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=INTERFACE_ADDED};false;true;true;true;method added to interface
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_error;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;Method no longer throws runtime exceptions
TypeRemovedTest_class_public_moved;true;true;Compiler: compiler.err.cant.resolve.locationLinker: Exception in thread "main" java.lang.NoClassDefFoundError: TypeRemovedTest_class_public_moved/A;true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED}, JApiCompatibilityChange{type=SUPERCLASS_REMOVED}, JApiCompatibilityChange{type=CLASS_REMOVED};true;true;true;true;class removed, class added
TypeSupertypeRemovedTest_private_superclass_removed;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=SUPERCLASS_REMOVED};true;true;false;false;removed super class
MethodReturnTypeChangedTest_subtype_type_parameter_final_no_break;false;false;;false;false;true;true;;false;false;true;true;;false;true;true;false;return type changed type parameter
SealedHierarchyExtensibilityTest_protected_field_removed_from_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.cant.resolve.location;true;true;false;true;FIELD_REMOVED, FIELD_REMOVED;true;true;false;true;JApiCompatibilityChange{type=FIELD_REMOVED}, JApiCompatibilityChange{type=FIELD_REMOVED_IN_SUPERCLASS};true;true;false;true;field removed
MethodReturnTypeChangedTest_generic_erasure_change_final_binary_only;true;false;Linker: Exception in thread "main" java.lang.NoSuchMethodError: 'java.util.List MethodReturnTypeChangedTest_generic_erasure_change_final_binary_only.A.m()';true;false;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED;true;true;true;false;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;false;true;true;return type changed covariantly
SealedHierarchyExtensibilityTest_method_now_abstract_in_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.does.not.override.abstract;true;true;false;true;METHOD_NOW_ABSTRACT, METHOD_NOW_ABSTRACT;true;true;false;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT};true;true;false;true;Method now abstract
TypeNewAbstractMethodTest_method_added_to_interface_indirect;false;true;Compiler: compiler.err.does.not.override.abstract;false;true;true;true;TYPE_NEW_ABSTRACT_METHOD, TYPE_NEW_ABSTRACT_METHOD;false;true;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_INTERFACE};false;true;true;true;method added to interface
MethodReturnTypeChangedTest_array_subtype_non_final_binary_and_source;true;true;Compiler: compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclassLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'java.io.InputStream[] MethodReturnTypeChangedTest_array_subtype_non_final_binary_and_source.A.m()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;false;true;false;return type changed covariantly
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_type_parameter_method;false;true;Compiler: compiler.err.except.never.thrown.in.try;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION};false;false;true;false;
MethodReturnTypeChangedTest_type_formal_type_parameter_renamed_nested_return_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;false;true;true;
TypeNowSealedTest_already_unsubclassable_class_now_sealed;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;
TypeRemovedTest_class_public_removed;true;true;Compiler: compiler.err.doesnt.exist, compiler.err.cant.resolve.locationLinker: Exception in thread "main" java.lang.NoClassDefFoundError: TypeRemovedTest_class_public_removed/A;true;true;true;true;TYPE_REMOVED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED}, JApiCompatibilityChange{type=SUPERCLASS_REMOVED}, JApiCompatibilityChange{type=CLASS_REMOVED};true;true;true;true;class removed
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_indirect;false;true;Compiler: compiler.err.except.never.thrown.in.try;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION, EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method no longer throws checked exceptions
MethodReturnTypeChangedTest_inherited_members_are_type_parameter_substituted;false;true;Compiler: compiler.err.prob.found.req;true;true;false;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;true;true;false;true;type parameters of super-type changed
TypeSupertypeRemovedTest_private_superclass_removed_indirect;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=SUPERCLASS_REMOVED};true;true;false;false;removed super class, removed super class
MethodReturnTypeChangedTest_subtype_type_parameter_non_final_source_only;false;true;Compiler: compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclass;false;true;true;true;METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;false;true;true;true;return type changed type parameter
SealedHierarchyExtensibilityTest_method_now_final_in_sealed_class_with_exported_non_sealed_descendant;false;true;Compiler: compiler.err.override.meth;true;true;false;true;METHOD_NOW_FINAL, METHOD_NOW_FINAL;true;true;false;true;JApiCompatibilityChange{type=METHOD_NOW_FINAL};true;true;false;true;method now final
SealedHierarchyExtensibilityTest_protected_method_removed_from_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.cant.resolve.location.args;true;true;false;true;EXECUTABLE_REMOVED, EXECUTABLE_REMOVED;true;true;false;true;JApiCompatibilityChange{type=METHOD_REMOVED}, JApiCompatibilityChange{type=METHOD_REMOVED_IN_SUPERCLASS};true;true;false;true;method removed
TypeNewAbstractMethodTest_method_added_to_sealed_interface;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=METHOD_ADDED_TO_INTERFACE}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};false;true;true;false;method added to interface
MethodReturnTypeChangedTest_unboxing_non_final_binary_and_source;true;true;Compiler: compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclassLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'java.lang.Integer MethodReturnTypeChangedTest_unboxing_non_final_binary_and_source.A.m()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
MethodReturnTypeChangedTest_array_supertype_non_final_binary_and_source;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'java.io.FileInputStream[] MethodReturnTypeChangedTest_array_supertype_non_final_binary_and_source.A.m()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_unchecked;false;false;;false;false;true;true;;false;false;true;true;;false;false;true;true;Method no longer throws runtime exceptions
TypeNowSealedTest_class_now_sealed;true;true;Compiler: compiler.err.local.classes.cant.extend.sealedLinker: Exception in thread "main" java.lang.IncompatibleClassChangeError: Failed same package check: non-public subclass client.TypeNowSealedTest_class_now_sealed.Main$1 is in package 'client/TypeNowSealedTest_class_now_sealed' with classloader 'app', and sealed class TypeNowSealedTest_class_now_sealed.A is in package 'TypeNowSealedTest_class_now_sealed' with classloader 'app';true;true;true;true;TYPE_NOW_SEALED;false;false;false;false;;false;false;false;false;
TypeRemovedTest_local_class_removed;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED}, JApiCompatibilityChange{type=SUPERCLASS_REMOVED}, JApiCompatibilityChange{type=CLASS_REMOVED};false;false;true;true;
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_indirect_with_override_without_throws;false;true;Compiler: compiler.err.except.never.thrown.in.try;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method no longer throws checked exceptions
SealedHierarchyExtensibilityTest_return_type_changed_in_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclass;false;true;true;true;METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;false;true;true;true;return type changed type parameter
MethodReturnTypeChangedTest_supertype_type_parameter_source_only;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;false;true;true;true;return type changed type parameter
TypeSupertypeRemovedTest_public_interface_extended_removed_indirect;false;true;Compiler: compiler.err.prob.found.req;true;true;false;true;TYPE_SUPERTYPE_REMOVED;true;true;false;true;JApiCompatibilityChange{type=INTERFACE_REMOVED};true;true;false;true;class no longer implements interface
SealedHierarchyExtensibilityTest_method_now_final_in_sealed_class_with_internal_non_sealed_subclass;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=METHOD_NOW_FINAL};true;true;false;false;method now final
MethodReturnTypeChangedTest_boxing_final_binary_only;true;false;Linker: Exception in thread "main" java.lang.NoSuchMethodError: 'int MethodReturnTypeChangedTest_boxing_final_binary_only.A.m()';true;false;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED;true;true;true;false;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;false;return type changed
TypeNewAbstractMethodTest_method_added_while_interface_becomes_unsealed;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=METHOD_ADDED_TO_INTERFACE}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};false;true;true;false;method added to interface
ExecutableNoLongerThrowsCheckedExceptionTest_method_now_throws_throwable_subtype;false;true;Compiler: compiler.err.override.meth.doesnt.throw;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method newly throws checked exceptions, Method no longer throws checked exceptions
MethodReturnTypeChangedTest_unrelated_type_parameters_source_only;false;true;Compiler: compiler.err.prob.found.req;false;true;true;true;METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;false;false;true;false;
TypeNowSealedTest_concrete_method_now_abstract_while_class_becomes_sealed;true;true;Compiler: compiler.err.local.classes.cant.extend.sealedLinker: Exception in thread "main" java.lang.IncompatibleClassChangeError: Failed same package check: non-public subclass client.TypeNowSealedTest_concrete_method_now_abstract_while_class_becomes_sealed.Main$1 is in package 'client/TypeNowSealedTest_concrete_method_now_abstract_while_class_becomes_sealed' with classloader 'app', and sealed class TypeNowSealedTest_concrete_method_now_abstract_while_class_becomes_sealed.A is in package 'TypeNowSealedTest_concrete_method_now_abstract_while_class_becomes_sealed' with classloader 'app';true;true;true;true;TYPE_NOW_SEALED;true;true;true;true;JApiCompatibilityChange{type=METHOD_NOW_ABSTRACT}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};true;true;true;true;Method now abstract
MethodReturnTypeChangedTest_inherited_members_are_type_parameter_substituted_jdk;false;true;Compiler: compiler.err.prob.found.req, compiler.err.prob.found.req;true;true;false;true;EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_PARAMETER_GENERICS_CHANGED, EXECUTABLE_PARAMETER_GENERICS_CHANGED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_PARAMETER_GENERICS_CHANGED, METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, EXECUTABLE_PARAMETER_GENERICS_CHANGED, METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, EXECUTABLE_PARAMETER_GENERICS_CHANGED, EXECUTABLE_REMOVED, EXECUTABLE_PARAMETER_GENERICS_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;false;false;true;false;;true;true;false;true;type parameter of method parameter changed, type parameter of method parameter changed, type parameter of method parameter changed, type parameter of method parameter changed, type parameter of method parameter changed, type parameter of method parameter changed, type parameter of method parameter changed, return type changed type parameter, return type changed type parameter, return type changed type parameter, return type changed type parameter, return type changed type parameter, return type changed type parameter, return type changed type parameter, return type changed type parameter, return type changed type parameter, type parameter of method parameter changed, return type changed type parameter, type parameter of method parameter changed, return type changed type parameter, type parameter of method parameter changed, return type changed type parameter, type parameter of method parameter changed, return type changed type parameter, return type changed type parameter, return type changed type parameter, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, type parameters of super-type changed
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_one_of_multiple;false;true;Compiler: compiler.err.except.never.thrown.in.try;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method no longer throws checked exceptions
TypeSupertypeRemovedTest_external_superclass_removed;false;true;Compiler: compiler.err.prob.found.req;true;true;false;true;TYPE_SUPERTYPE_REMOVED, EXECUTABLE_REMOVED, FIELD_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_NOW_PROTECTED, EXECUTABLE_NOW_THROWS_CHECKED_EXCEPTION, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED, EXECUTABLE_REMOVED;true;true;false;true;JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=INTERFACE_REMOVED}, JApiCompatibilityChange{type=SUPERCLASS_REMOVED};true;true;false;true;field removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, method removed, removed super class, removed super class, removed super class, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface, class no longer implements interface
MethodReturnTypeChangedTest_type_bounded_param_added_and_used_as_direct_return_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;return type changed type parameter, element now parameterized, formal type parameter added
TypeSupertypeRemovedTest_public_interface_removed;false;true;Compiler: compiler.err.prob.found.req;true;true;false;true;TYPE_SUPERTYPE_REMOVED;true;true;false;true;JApiCompatibilityChange{type=INTERFACE_REMOVED};true;true;false;true;class no longer implements interface
SealedHierarchyExtensibilityTest_thrown_exception_narrowed_in_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.override.meth.doesnt.throw;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION, EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION}, JApiCompatibilityChange{type=METHOD_NOW_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method newly throws checked exceptions, Method no longer throws checked exceptions
SealedHierarchyExtensibilityTest_method_now_final_in_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.override.meth;true;true;false;true;METHOD_NOW_FINAL, METHOD_NOW_FINAL;true;true;false;true;JApiCompatibilityChange{type=METHOD_NOW_FINAL};true;true;false;true;method now final
TypeNowProtectedTest_public_nested_type_now_protected;true;true;Compiler: compiler.err.report.access, compiler.err.report.accessLinker: Exception in thread "main" java.lang.IllegalAccessError: class client.TypeNowProtectedTest_public_nested_type_now_protected.Main tried to access protected method 'void TypeNowProtectedTest_public_nested_type_now_protected.A$B.<init>(TypeNowProtectedTest_public_nested_type_now_protected.A)' (client.TypeNowProtectedTest_public_nested_type_now_protected.Main and TypeNowProtectedTest_public_nested_type_now_protected.A$B are in unnamed module of loader 'app');true;true;true;true;TYPE_NOW_PROTECTED, EXECUTABLE_NOW_PROTECTED;true;true;true;true;JApiCompatibilityChange{type=CONSTRUCTOR_LESS_ACCESSIBLE}, JApiCompatibilityChange{type=CLASS_NO_LONGER_PUBLIC}, JApiCompatibilityChange{type=CLASS_LESS_ACCESSIBLE};true;true;true;true;Public constructor of abstract class now protected, visibility reduced
MethodReturnTypeChangedTest_boxing_non_final_binary_and_source;true;true;Compiler: compiler.err.override.incompatible.ret, compiler.err.method.does.not.override.superclassLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'int MethodReturnTypeChangedTest_boxing_non_final_binary_and_source.A.m()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
ExecutableNoLongerThrowsCheckedExceptionTest_method_throws_another_checked;false;true;Compiler: compiler.err.except.never.thrown.in.try, compiler.err.unreported.exception.need.to.catch.or.throw;false;true;true;true;EXECUTABLE_NOW_THROWS_CHECKED_EXCEPTION, EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION}, JApiCompatibilityChange{type=METHOD_NOW_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method newly throws checked exceptions, Method no longer throws checked exceptions
MethodReturnTypeChangedTest_void_to_int_on_final_method_is_binary_breaking_only;true;false;Linker: Exception in thread "main" java.lang.NoSuchMethodError: 'void MethodReturnTypeChangedTest_void_to_int_on_final_method_is_binary_breaking_only.A.m()';true;false;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED;true;true;true;false;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;false;return type changed
MethodReturnTypeChangedTest_inherited_static_method_changed_binary_and_source;true;true;Compiler: compiler.err.prob.found.reqLinker: Exception in thread "main" java.lang.NoSuchMethodError: 'int MethodReturnTypeChangedTest_inherited_static_method_changed_binary_and_source.B.m()';true;true;true;true;METHOD_RETURN_TYPE_ERASURE_CHANGED, METHOD_RETURN_TYPE_CHANGED_INCOMPATIBLE;true;true;true;true;JApiCompatibilityChange{type=METHOD_RETURN_TYPE_CHANGED};true;true;true;true;return type changed
TypeNowSealedTest_default_method_does_not_become_final_when_interface_becomes_sealed;false;true;Compiler: compiler.err.local.classes.cant.extend.sealed;true;true;false;true;TYPE_NOW_SEALED;false;false;true;false;JApiCompatibilityChange{type=INTERFACE_ADDED};false;false;true;false;
TypeSupertypeRemovedTest_private_interface_removed;false;false;;false;false;true;true;;true;true;false;false;JApiCompatibilityChange{type=INTERFACE_REMOVED};true;true;false;false;class no longer implements interface
ExecutableNoLongerThrowsCheckedExceptionTest_method_no_longer_throws_throwable;false;true;Compiler: compiler.err.override.meth.doesnt.throw;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;false;true;false;;false;true;true;true;Method no longer throws checked exceptions
MethodReturnTypeChangedTest_type_first_param_added_and_used_as_direct_return_no_break;false;false;;false;false;true;true;;false;true;true;false;JApiCompatibilityChange{type=CLASS_GENERIC_TEMPLATE_CHANGED};false;true;true;false;return type changed type parameter, element now parameterized, formal type parameter added
TypeSupertypeRemovedTest_public_interface_removed_indirect;false;true;Compiler: compiler.err.prob.found.req;true;true;false;true;TYPE_SUPERTYPE_REMOVED;true;true;false;true;JApiCompatibilityChange{type=INTERFACE_REMOVED};true;true;false;true;class no longer implements interface
TypeKindChangedTest_class_to_enum;true;true;Compiler: compiler.err.enum.cant.be.instantiatedLinker: Exception in thread "main" java.lang.NoSuchMethodError: TypeKindChangedTest_class_to_enum.A: method 'void <init>()' not found;true;true;true;true;TYPE_KIND_CHANGED;true;true;true;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=CONSTRUCTOR_REMOVED}, JApiCompatibilityChange{type=SUPERCLASS_ADDED}, JApiCompatibilityChange{type=CLASS_NOW_NOT_EXTENDABLE}, JApiCompatibilityChange{type=INTERFACE_ADDED}, JApiCompatibilityChange{type=CLASS_TYPE_CHANGED};true;true;true;true;visibility reduced, method added, method added, method added, method added, method added, method added, method added, method added, new super class of non-final class, class kind changed, class now final
SealedHierarchyExtensibilityTest_method_now_static_in_sealed_class_with_non_sealed_subclass;false;true;Compiler: compiler.err.override.meth, compiler.err.method.does.not.override.superclass;true;true;false;true;METHOD_NOW_STATIC, METHOD_OVERRIDABLE_NOW_STATIC, METHOD_NOW_STATIC, METHOD_OVERRIDABLE_NOW_STATIC;true;true;false;true;JApiCompatibilityChange{type=METHOD_NOW_STATIC};true;false;false;false;method now static
TypeNowSealedTest_abstract_method_added_while_class_becomes_sealed;true;true;Compiler: compiler.err.local.classes.cant.extend.sealedLinker: Exception in thread "main" java.lang.IncompatibleClassChangeError: Failed same package check: non-public subclass client.TypeNowSealedTest_abstract_method_added_while_class_becomes_sealed.Main$1 is in package 'client/TypeNowSealedTest_abstract_method_added_while_class_becomes_sealed' with classloader 'app', and sealed class TypeNowSealedTest_abstract_method_added_while_class_becomes_sealed.A is in package 'TypeNowSealedTest_abstract_method_added_while_class_becomes_sealed' with classloader 'app';true;true;true;true;TYPE_NOW_SEALED;false;true;false;true;JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS}, JApiCompatibilityChange{type=METHOD_ABSTRACT_ADDED_TO_CLASS}, JApiCompatibilityChange{type=METHOD_ADDED_TO_PUBLIC_CLASS};true;true;true;true;abstract method added
ExecutableNoLongerThrowsCheckedExceptionTest_static_method_no_longer_throws;false;true;Compiler: compiler.err.except.never.thrown.in.try;false;true;true;true;EXECUTABLE_NO_LONGER_THROWS_CHECKED_EXCEPTION;false;true;true;true;JApiCompatibilityChange{type=METHOD_NO_LONGER_THROWS_CHECKED_EXCEPTION};false;true;true;true;Method no longer throws checked exceptions
